Unnamed: 0,Period Ending,close,Current Ratio,Quick Ratio,Profit Margin,After Tax ROE,size,non linear size,book to price,EY-CETOP,EY-ETOP,Leverage-MLEV,Leverage-DTOA,Leverage-BLEV,momentum,Liq-STOM,Liq-STOQ,Liq-STOH,GICS Sector,beta,weighted alpha,std_res,half_year_return,three_m_rtn,VaR
518,2015-03-31,58.82,135.0,134.0,19.0,29.0,23.631031894102488,-68.2035449211089,0.16575819692031846,0.04777286637198232,0.04777286637196266,1.0016925244086066,0.5061005368472425,1.0102108036890645,0.1419651969996429,-1.5004841710086747,-1.3952739984184586,-1.352515794454586,Information Technology,1.003920985382884,0.1912650618494533,0.01757757457116501,0.12206732403944234,0.1305678340700442,-0.02204096388126442
519,2016-03-31,66.110001,180.0,179.0,26.0,34.0,23.743143410014035,-74.33586487115281,0.1657492284848805,0.056421115467839726,0.056421115467762614,1.0483679285714125,0.5182978723404256,1.291813898704358,0.014563816767498641,-1.5762757108571661,-1.1591025573793412,-1.2556912502902529,Information Technology,0.7546273191001273,-0.017535541791408083,0.02088376078809865,0.2857358752724872,0.11541365730731125,-0.0371525455653067
520,2013-12-31,54.870001,184.0,184.0,35.0,12.0,24.989197290353857,-20.029056371389746,0.3319751386645993,0.04009476872435268,0.04009476872440882,1.0577976760638623,0.43002795989201703,1.1741024231403558,0.03952449981001547,-0.8540415776299455,-0.739336132775911,-0.8699198388756973,Information Technology,0.956364285034752,-0.04248739123833697,0.014213704313541369,-0.07873163688708901,0.01057036610347867,-0.023672398437252273
521,2014-12-31,56.11999599999999,151.0,151.0,1.0,0.0,24.890519963279985,-32.66529773203547,0.3084384613532636,0.0007127584257133591,0.000712758425713359,1.1050079098056398,0.5589382256492068,1.3404501155430524,0.03654263475873912,-0.9236282378247996,-0.9135306314148477,-0.6964241672088373,Information Technology,0.8057006407971946,0.051153452448761766,0.013113997303382408,0.10210269774353063,0.014077032145674313,-0.02022878013009888
522,2015-12-31,27.48,349.0,349.0,20.0,26.0,24.224276910508994,-80.21674509908189,0.1983773178918822,0.05203784570596797,0.052037845706127864,1.203596185896033,0.6296254576175725,2.0263077858880783,-0.0033665992403829033,-1.8726859809614855,-1.558236907422784,-1.3066393738145028,Information Technology,1.0221380925795658,0.08531916852051595,0.01572191406340398,-0.13464334061135366,-0.12554581513828236,-0.02285876071215157
524,2012-12-31,71.900002,160.0,125.0,6.0,12.0,23.76737011586894,-75.42604441689764,0.2895019848766401,0.03351877514551392,0.03351877514550008,1.2732618620126537,0.654171622382955,1.9439032417311173,0.039946551156194,-2.3606242878797534,-2.3719249293609876,-2.328977138012704,Materials,0.8758043919542533,-0.03353324731358245,0.008987541820831167,0.19791369407750506,0.10653679814918493,-0.01429391535700414
525,2013-12-31,104.269997,135.0,97.0,7.0,13.0,24.16503753511852,-81.29545209086609,0.23507581590065665,0.03097727143887805,0.03097727143889213,1.1934399048780169,0.6259873195325032,1.8228830521629016,0.029051663043650124,-2.592638964020136,-2.724786640902545,-2.7403221542365213,Materials,1.1757073762920558,0.040582151909758966,0.007753376153779915,0.060995494226397634,0.04143089214819864,-0.0170436217222745
526,2014-12-31,104.519997,111.0,78.0,8.0,16.0,24.168505179709012,-81.24634117469577,0.2333561898279397,0.038365864093930266,0.038365864093966,1.1544905438582598,0.6234236181887437,1.6620374800092947,-0.04688275150601513,-2.1303945512607805,-2.290480375893432,-2.555595703978682,Materials,1.0779903003261722,-0.01682371073300756,0.008678851200895048,0.07931497548741788,0.08467284973228609,-0.01852920528648877
527,2015-12-31,114.379997,93.0,64.0,7.0,15.0,24.247014137793016,-79.66732797117402,0.2037639353280649,0.029550621512955625,0.029550621512938524,1.1256277395164362,0.6293310159481164,1.616535695162014,-0.0128091206384761,-2.644872552768508,-2.414754650197235,-2.4147741457222267,Materials,0.91594272035722,0.021579840609087426,0.009342814081477259,0.03908026855429972,-0.020108367374760426,-0.022213736517222776
528,2013-12-31,55.279999,82.0,75.0,9.0,9.0,23.509356895298662,-59.53176670214634,0.7550484437017734,0.06548480581557174,0.06548480581553967,1.6467703655359658,0.6987477550618741,1.8565945283789305,-0.017514774304418272,-2.0201761788977235,-1.8866923326550262,-1.983604239515704,Utilities,0.5157335146741331,-0.03243336058970659,0.007681892029250998,0.013386414858654513,-0.030752478848633774,-0.012982136666373769
529,2014-12-31,66.010002,99.0,89.0,8.0,9.0,23.68467475661294,-71.36059420892525,0.6507571915611428,0.05650658819855815,0.05650658819853435,1.5974588528757119,0.7146422817725943,1.9180979643765903,0.06538041221937653,-1.8764602888416464,-1.6999716394680269,-1.866595188374335,Utilities,0.34329209273255273,0.03231332042150498,0.009249189978948516,-0.10407518242462717,-0.07665506509149933,-0.013773250320272962
530,2015-12-31,64.269997,81.0,74.0,10.0,9.0,23.659186893311468,-69.91148653457094,0.6928237247186482,0.06332659390041671,0.06332659390050162,1.6373001562191305,0.7140353183471364,1.9198590254367147,0.010554331873468643,-2.0267613603435377,-1.987116175230809,-1.912919359621375,Utilities,0.5319470034822097,0.09496282349440677,0.010627534411248163,0.25268407901123746,0.19604802533287802,-0.018175340065295142
532,2012-12-31,54.119999,83.0,83.0,13.0,14.0,22.593104157087865,72.08641375714251,0.29800003973057554,0.04194382930420972,0.0419438293041018,1.223114658341628,0.5723103471162142,1.7487068073660252,0.06885680882063745,-1.8746045268703917,-1.8904281535059608,-1.946505632582966,Industrials,0.7411191376674574,0.028229613319733667,0.009754206808210462,0.0955284940045916,0.038617886892422085,-0.014804894076551278
533,2013-12-31,69.089996,98.0,98.0,15.0,15.0,22.84927259788392,23.629004395426826,0.2745029321016374,0.04197423893323137,0.0419742389330882,1.1366727990274377,0.4932267230555739,1.4978919459294997,0.06442211768731286,-2.4205389434124016,-2.225198027195188,-2.250955897100493,Industrials,1.0267183178942791,0.001215544243893316,0.007514684251253509,0.0464612416535674,0.004486988246460477,-0.012555453686449641
534,2014-12-31,80.870003,72.0,72.0,15.0,17.0,23.00624207543211,-1.6248058407800272,0.22436671962272087,0.03746753910717674,0.03746753910703498,1.11683875763454,0.5279768290066509,1.5207490568610518,0.0384192688472596,-2.3858304126755367,-2.3831868187146514,-2.4493140399208326,Industrials,0.7890416287295862,0.05011382593561628,0.00691843318192654,0.21441814463639874,0.1558055834374088,-0.014533868369792981
535,2015-12-31,111.370003,93.0,93.0,16.0,19.0,23.306350795959396,-40.42021760671014,0.17456678299735848,0.032414473401783064,0.032414473401777034,1.0865619787254632,0.4874916833000666,1.4958674109654246,0.04288792859407701,-2.153415081911405,-2.1838052076285006,-2.150263934707611,Industrials,1.0066563221860507,0.05881828405851745,0.00810536397476053,0.15354222447134172,0.036365223048436084,-0.023964580303302063
536,2012-12-31,45.189999,71.0,62.0,1.0,1.0,22.7279934315624,45.45523272574246,1.2704619425405084,-0.012392122425141016,-0.012392122425119462,2.24338784898128,0.7875388566022435,1.9786895674300256,-0.0024790012258048165,-1.2661498261458752,-1.3875944522507888,-1.433492983769781,Utilities,0.4385731013043752,-0.03119758114222653,0.007522735177637286,0.035627351972280404,0.11175045611308827,-0.013991563786986322
537,2013-12-31,46.299999,68.0,63.0,8.0,10.0,23.54011190558895,-61.9213165615547,0.5942350828955306,0.06069114601924721,0.0606911460192155,1.5874783346194998,0.7869485057668396,1.9886295029180925,-0.01300607192529549,-2.1577910950432315,-2.1288276709879472,-2.1960460809035323,Utilities,0.5413954542137079,-0.02326357118849508,0.00912386621560605,0.21857449716143626,0.20863931336154015,-0.015297266592662506
538,2014-12-31,65.480003,65.0,60.0,13.0,16.0,23.84852857591433,-78.46777409798597,0.4814222874994231,0.07559559824699459,0.07559559824694408,1.4495324534917058,0.779627618932722,1.9337591240875915,0.06100237800674072,-2.10533077289685,-1.983956827427784,-2.069788756542316,Utilities,0.458317969511049,0.024691556110313387,0.010031636177700516,-0.12110573666284034,-0.03726331533613388,-0.015939161200509918
539,2015-12-31,59.209999,54.0,48.0,10.0,10.0,23.773969782136998,-75.70852096266572,0.5379973984667058,0.05286269300561887,0.05286269300556919,1.5188778568603944,0.7740409461339693,1.9644616467276568,-0.017610662275046117,-2.081699846222625,-2.032930366973708,-1.9936862804403355,Utilities,0.4879950001388932,0.06828539167422483,0.011536340051362842,0.31143393533919844,0.21313972661948555,-0.02027513848829229
540,2013-06-28,65.769997,222.0,165.0,10.0,31.0,23.962052282094394,-81.14057031992525,0.12947229165572274,0.039987838223559585,0.03998783822360038,1.0519943846680664,0.5378855735318815,1.4034196355228328,-0.013963389693762323,-2.411076717571548,-2.3455550715351996,-2.3197709315368367,Consumer Staples,1.2688428807994538,0.012560698704340465,0.011539307150609229,0.13197507063897226,0.07070094590395053,-0.023672554019102204
541,2014-06-30,74.260002,235.0,172.0,11.0,31.0,24.078737710721132,-81.95671138773469,0.135014591997777,0.04201454236427303,0.042014542364326064,1.0462226262519914,0.5082604717364783,1.3436405613634594,0.01284312856154127,-2.5851570816630023,-2.2187957047371256,-2.144462093322384,Consumer Staples,0.8065920135498232,-0.04949120577227142,0.010093134909242277,0.04228386635378762,0.0060597493654793635,-0.017441597911215245
542,2015-06-30,86.660004,196.0,139.0,10.0,30.0,24.216114282013322,-80.39565146443783,0.11114230311754922,0.033117930619989355,0.033117930620009124,1.0485135560032846,0.5558108157386136,1.4378293807641631,0.01995812218832295,-2.640477036526876,-2.5225219833571253,-2.371518628836074,Consumer Staples,0.9058577989070832,0.048069668641191096,0.010469197212067429,0.03161779221704167,-0.0915070463186224,-0.01600219279255946
544,2012-12-31,68.050003,198.0,105.0,5.0,15.0,23.01707423757675,-3.242336202692968,0.2968943488097258,0.04408522950395755,0.04408522950385667,1.4821128416451508,0.7486763450042698,2.6238532110091737,0.14500817762108606,-1.2631739546352643,-1.3704516436175769,-1.4135103492564154,Materials,1.4733890281197606,0.07193856956753286,0.015532639994521062,0.03908884471320291,-0.023218250262237426,-0.021612112853767657
545,2013-12-31,80.699997,193.0,107.0,12.0,31.0,23.242532394616646,-33.21920521546781,0.30564876077052144,0.09380421662221376,0.0938042166221437,1.3425262982923598,0.6795272266779232,2.1206533192834565,0.048853072225691734,-1.384846139913124,-1.4869561837806633,-1.5986280982125747,Materials,1.243498826443869,0.011553474320364262,0.011591186043352271,0.08624544310701777,0.08252793367514005,-0.018672479740491243
546,2014-12-31,75.860001,157.0,82.0,8.0,21.0,23.150385775057693,-21.820056863047284,0.3099005310311266,0.06630635293558723,0.06630635293571968,1.6399313529668391,0.7816077650572424,3.064957264957265,-0.05399341176950137,-1.4115157989977318,-1.4590058558315924,-1.588930247535429,Materials,1.4999735674783767,-0.0777145552221767,0.012742711372372113,0.05707884185237501,-0.10268917607844487,-0.032149083435781045
547,2015-12-31,67.510002,140.0,68.0,9.0,22.0,23.028447934769613,-4.9232922716491885,0.3930778482378472,0.08458005970730086,0.08458005970710336,1.6590861256421452,0.7475498046249439,2.6767317939609234,-0.046273016931827234,-1.8841419316734331,-1.7611051141844316,-1.6728703976585548,Materials,1.176319282344936,-0.08390745247128344,0.012685645671727962,0.009628232569153244,0.07391494374418771,-0.027662651609713512
548,2013-09-30,64.699997,144.0,119.0,8.0,19.0,24.56572124760616,-64.01822114142486,0.22695182559467386,0.04296754449617672,0.04296754449614799,1.0869428108442516,0.5716482538140909,1.3830892772791683,0.06599444768889627,-2.371339819187813,-2.416237446378508,-2.307121387730101,Industrials,1.3426218923158562,0.00017613557886211856,0.007296071788077005,0.04049463866281164,0.08593516627210979,-0.01882500474016097
549,2014-09-30,62.580002,129.0,104.0,12.0,22.0,24.52572807440889,-66.79943822941095,0.2258131497446592,0.04873761429409989,0.04873761429413337,1.0794217808025737,0.5814617198163544,1.3517145963039825,-0.04023921898830145,-2.382698314065605,-2.4445288330202715,-2.472225953016593,Industrials,1.0834284820003823,-0.03432609507360189,0.005518490813621781,-0.10690320847225293,-0.003355752529378321,-0.015552899702629769
550,2015-09-30,44.169998,129.0,113.0,17.0,34.0,24.127920282902192,-81.71197351620503,0.26843705656821537,0.09078560519744648,0.090785605197492,1.142473275042826,0.6341452372328866,1.5307511446603144,-0.12481641697045925,-1.9564294831683442,-1.9247910609984138,-1.9471230076392207,Industrials,0.8942314999500167,-0.032577560527877567,0.008547741337302916,0.2395291482693751,0.09870955846545423,-0.022466837366179212
552,2012-12-31,120.790001,123.0,99.0,5.0,4.0,24.19956780189744,-80.72861414777434,0.410785478737419,0.017633909945906863,0.017633909945927274,1.1826103606208331,0.514029737006585,1.4445394739417274,0.06312411938156952,-1.4951992785826125,-1.3403377500034501,-1.2430284507352292,Energy,1.7763100315680993,0.1413100982788727,0.014571723371689571,0.1414852542306048,0.04396056756386645,-0.02034767670242191
553,2013-12-31,167.839996,142.0,123.0,15.0,14.0,24.53785843948268,-65.98075046876511,0.33992605356391997,0.04843899066823144,0.048438990668248416,1.1302219310551658,0.4957042265452372,1.3830889974153708,0.015832837028312344,-1.1485819562388726,-1.2207309704508487,-1.3133957313977886,Energy,1.109494748264169,0.09716301012154384,0.011548145256648757,0.38500960164465214,0.18100575979518024,-0.020039168135684404
554,2014-12-31,92.07,160.0,139.0,16.0,16.0,24.636887891907076,-58.48587392004082,0.3536856267428866,0.05821657434560661,0.0582165743456114,1.1178784357568607,0.4904714356516802,1.3332859094173848,-0.046012392748210916,-1.3884936278667295,-1.3576965987784197,-1.6548679792147034,Energy,1.631106281346162,-0.12211966764907455,0.018361738410244605,-0.06951234929944608,0.006951221896383221,-0.03169921565084513
555,2015-12-31,70.790001,142.0,110.0,52.0,35.0,24.377444018798084,-75.06030980320247,0.33500146426356325,-0.1171069343536243,-0.11710693435368565,1.1722157297533775,0.5201883994079906,1.5140745582469646,-0.11132723846391336,-1.6834099018668678,-1.7982660914504376,-1.6798875561679556,Energy,1.3099127097209835,-0.06222954600964034,0.01856483709998766,0.19762675239967856,-0.00678066101454089,-0.04114790626763287
556,2012-12-31,206.199997,117.0,117.0,7.0,6.0,22.984259438850238,1.70756640239415,0.2411689447930335,0.014597478388906087,0.014597478388892953,1.3068382076283178,0.6229599838456195,2.272295684221037,0.0860043320233126,-0.9602376830996094,-0.9072696072414119,-0.8781224653362608,Real Estate,1.2808365631620695,0.030391286843082305,0.017051905016964568,-0.1005334447216311,0.010378268822186204,-0.027675837389873392
557,2013-12-31,177.449997,163.0,163.0,4.0,4.0,22.89242982682646,16.348037631340052,0.2810048921131753,0.010819949464411656,0.010819949464404344,1.4671409335567442,0.6717904200799775,2.662394309379504,0.04262047449987619,-1.0687888728432902,-0.7967366978430495,-0.8463864242939362,Real Estate,0.8768702806643442,-0.0989357133187535,0.014653587146299338,0.19368842254756408,0.039391406695825394,-0.021894924931964654
558,2014-12-31,226.729996,232.0,232.0,11.0,11.0,23.196802485562795,-27.70982535238363,0.1913408073024798,-0.021876240848167264,-0.02187624084818749,1.3846087352064422,0.708283549503738,3.0100716654677635,0.03476724090964284,-1.4842342018818184,-1.3069838641713496,-1.3896856240852715,Real Estate,1.146416863530076,0.007554730077847912,0.012125377647504572,0.12618533279557764,0.03912146675113957,-0.02022764264235244
559,2015-12-31,302.399994,197.0,197.0,7.0,7.0,23.5838452981218,-65.08914118577741,0.1571337733632518,0.010747354710595665,0.010747354710598523,1.318489815821271,0.7349167857120442,3.0268705384233767,0.046203605653544935,-1.3385439805618575,-1.273463548544227,-1.244707575180157,Real Estate,0.8556842802706552,0.10453830883314552,0.012004123592336952,0.27936512128369945,0.10155420505729244,-0.023531447428662144
560,2012-12-31,56.669998,,,48.0,12.0,23.58426648045368,-65.11833452290011,0.4170610148118461,0.04815599252359246,0.0481559925235959,1.4879707007872285,0.5761983024242776,2.1700223311626785,-0.006613848388503959,-1.9487041274546186,-1.9495237772368532,-2.0650722875805765,Real Estate,0.4396823646504024,-0.015026698639955406,0.00882869597038803,0.02064588038277333,-0.013058020577307945,-0.01431872165827319
561,2013-12-31,51.869999,,,77.0,17.0,23.636690172003288,-68.5558164661834,0.5704307490693277,0.0993830749832866,0.09938307498315196,1.5782513152406308,0.5398550310505421,2.013709930932129,-0.023425776366334958,-1.9821464437912604,-2.1758477371064595,-2.2260544247491385,Real Estate,0.8744539826139891,-0.10089767747745054,0.009916709598120816,0.22325047663872136,0.14170044614807112,-0.01633569048436978
562,2014-12-31,71.839996,,,24.0,6.0,23.986162167598604,-81.46996691160349,0.39687726172056426,0.024164812035902674,0.0241648120358794,1.4023664284506,0.5482275114731135,2.013830892468464,0.04375498579585396,-2.367919228354635,-2.163970417088491,-2.206753037468598,Real Estate,0.41669105021085495,0.046014449059665015,0.009544262445067864,0.010439866950994818,0.0900612800702271,-0.014228192954708703
563,2015-12-31,81.589996,,,32.0,8.0,24.12295839240293,-81.75253486015755,0.34953786483940197,0.029047678835527824,0.029047678835553863,1.3532385628921264,0.5478594076138663,2.010587402467612,0.04799408104322763,-2.387092667631889,-2.3909889461554252,-2.368502292813967,Real Estate,0.7925488839961329,0.06929491889158162,0.009484453170376087,-0.15430808453526582,-0.08481429512510341,-0.021031068503131637
564,2013-12-31,89.779999,240.0,236.0,21.0,10.0,23.32882723575358,-42.82083404262994,0.2980161382510648,0.028848296155583607,0.028848296155583607,1.1839416797011622,0.5879528021345473,1.6172205330242877,0.038792365782694016,-1.55973241639298,-1.613221586709115,-1.73283702864419,Energy,0.9741456466688612,0.018304622340756763,0.01184264839502161,0.18745825559654988,0.12820229592562146,-0.01783082656755583
565,2014-12-31,75.699997,229.0,229.0,16.0,8.0,23.16452956926961,-23.646477734857392,0.39893758847747984,0.0336856023917676,0.03368560239180242,1.2431745064381787,0.6192205579678469,1.6095552624314968,-0.15272223553538605,-1.3880103545790263,-1.366964756667127,-1.5173659084799758,Energy,1.4035681578483896,-0.14676822878327858,0.01792338515121282,0.05891687155549035,0.11770151060904273,-0.03187896097291429
566,2015-12-31,52.130001,283.0,283.0,4.0,2.0,22.79373067149036,33.375075047251805,0.6404472554600861,0.010742374626081441,0.010742374626051168,1.352316363140713,0.6366822760910498,1.5501098804578606,-0.16696587549896835,-1.1278889604927431,-1.3145008694097344,-1.4163569276987873,Energy,0.9142926766706108,-0.12362042910932095,0.02012393287108165,0.5217725010210532,0.2685592889207887,-0.04067627021867395
568,2012-12-31,39.080002,61.0,54.0,8.0,6.0,23.104464194677487,-15.698617676140206,0.8538704563790598,0.04861821654973303,0.048618216549686816,1.6655805143114335,0.6736350408001689,1.7794865243773716,0.008342207458053679,-2.0596892825090585,-2.190165559261572,-2.1940779773085493,Utilities,0.4898917585560309,-0.009628870651451684,0.0075620076304856185,0.05245647121512429,0.10593650941983072,-0.0126717894640129
569,2013-12-31,42.389999,64.0,54.0,11.0,8.0,23.31710600750247,-41.57775616651453,0.7182935430355071,0.0587402703170623,0.05874027031713476,1.5811821938369688,0.6542060691254139,1.8091151583806448,0.011641097482337845,-2.0676452285295515,-2.257451446010379,-2.2781869541999074,Utilities,0.8437936459956024,-0.0197884621233324,0.0073209756069626455,0.08846426252569622,0.05850436561699386,-0.013604324828230265
570,2014-12-31,53.52,86.0,75.0,11.0,8.0,23.55265862646895,-62.85779232319328,0.5891179336806895,0.0483931240657698,0.04839312406577394,1.5059545744177572,0.6645364769463155,1.8588341068767933,0.08029920562026874,-2.0701400537644763,-2.0548133785077454,-2.178821254814235,Utilities,0.5100973906590941,0.004524201595224329,0.009917820144751814,-0.13097911061285514,-0.05381167787742913,-0.013983384403612131
571,2015-12-31,51.07,88.0,76.0,11.0,8.0,23.50805931134712,-59.42801470410814,0.639164791664118,0.054239279420403366,0.05423927942039966,1.5436723320751138,0.6614744801957364,1.85059806041509,0.018982291533931748,-2.3331721294534993,-2.3644338070184467,-2.190910961711506,Utilities,0.577815824673191,0.08645758844572357,0.011698936398777778,0.16917953788917164,0.1472488740943803,-0.023876206081882317
572,2012-12-31,146.649994,,,23.0,7.0,22.40450192161216,113.45416290526556,0.3285072245999399,0.02332083286685985,0.0233208328668673,1.293659812651825,0.6359144194521276,1.8939219312739544,0.003559502180938995,-1.7950665823527368,-1.7333132288193387,-1.8779944802557849,Real Estate,0.3413116212522676,-0.0009420614940763383,0.007650585627880406,0.09594277242179776,0.035799524137723464,-0.012377839073411251
573,2013-12-31,143.509995,,,26.0,8.0,22.432400735009765,107.0325583632166,0.34115811814019864,0.02829071243434995,0.028290712434345968,1.25562651649748,0.6366536536028976,1.7492904401367066,-0.06118104373057755,-1.302668941180459,-1.7601736305813702,-1.9683146006037144,Real Estate,1.1026124617184212,-0.08893981250648435,0.011150486694496416,0.2921748202973597,0.2006132604213386,-0.020871041383075575
575,2015-12-31,239.410004,,,19.0,4.0,23.488179648844945,-57.8087974035534,0.3928619516810237,0.014619272133674081,0.014619272133674081,1.1420882151978835,0.48040935299865706,1.3616746661006491,0.04720440137180185,-1.9413277811667122,-2.090707011174819,-2.1929529537728425,Real Estate,0.7030222892524349,0.05107942696926535,0.009685005914680387,-0.0449438612431585,-0.023474420058069104,-0.02064942142453832
576,2012-12-31,8.95,,,8.0,2.0,21.676160448823236,317.73550783232895,1.8912773026126384,-0.04357541899441341,-0.04357541899435171,1.0,0.8965012131347548,1.0,0.055426330304813774,-1.4030120879030066,-1.2788845802707598,-1.102236147807554,Financials,2.0127351770436235,0.014647217475239109,0.017736372398637488,0.4413407821229052,0.14078212290502812,-0.03685945110001612
577,2013-12-31,19.639999,,,6.0,2.0,22.4513989105547,102.71960759608736,0.8625018200714387,0.015274949861249991,0.01527494986123223,1.0,0.8950734658599827,1.0,0.13163413870952848,-1.6959519501164777,-1.5239250413659493,-1.4590821317791405,Financials,1.509946367323474,0.12319920775328615,0.015009956256576425,0.12729124884374995,0.20672108995524904,-0.02205839688299524
578,2014-12-31,24.26,,,18.0,5.0,22.664709443201808,57.64131107834328,0.7712944804430788,0.04204451772464963,0.042044517724618063,1.0,0.8819459696903141,1.0,0.06823162162235144,-1.7663969004715505,-1.484077860541038,-1.5070041739073072,Financials,1.6052511074429376,0.012439438732016616,0.012673500697963209,0.2333058532563891,0.17353664468260493,-0.03052175458474529
579,2015-12-31,29.639999,,,19.0,5.0,22.87900391410357,18.585704245382658,0.6716267070514772,0.031039137349498563,0.03103913734950783,1.0,0.8723446408523565,1.0,0.02705106871066013,-1.482596393841466,-1.568931884243561,-1.4774829825450793,Financials,1.563100853347592,-0.03044941173304477,0.013357671738639014,-0.2219973084344572,-0.1673414024069299,-0.036808712288427664
580,2012-12-31,54.18,143.0,101.0,7.0,8.0,23.647839760461718,-69.2366749158573,0.8148698167627189,0.06533776301218162,0.06533776301226965,1.5242590433975458,0.576151912873499,1.6461324687355257,0.10811265315247584,-1.4985562481633756,-1.416977954846365,-1.3721278780614434,Industrials,1.3696683474717375,0.1241238115627906,0.011950096098630094,0.21889998154300488,0.09357696566998894,-0.018582850505066528
581,2013-12-31,76.120003,178.0,129.0,8.0,11.0,24.308051470564127,-77.82028778621498,0.4678237011739312,0.051629004796544746,0.05162900479657749,1.2488235056531454,0.5248654588487223,1.5341552021916502,0.07230919674070113,-2.2852090411715658,-2.1458361748701993,-2.1797721540545467,Industrials,1.5432162883505325,-0.04932858042711225,0.01028898094162103,0.019442918308870828,0.007225367555489923,-0.019217289538099896
582,2014-12-31,67.959999,151.0,106.0,8.0,11.0,24.196351304027896,-80.78872354817577,0.4913442808040431,0.05562095432049668,0.05562095432045263,1.2489138524636432,0.5276029705627964,1.5082984923349805,0.002417570597334641,-2.2089254354314196,-2.0146218776915057,-1.9969087676350836,Industrials,1.4297238162833994,-0.10770595867646124,0.01106244617892778,-0.0080929224263231,-0.004120055975868828,-0.02387844650763693
583,2015-12-31,52.040001,143.0,93.0,9.0,13.0,23.910951193491826,-80.16623086547042,0.6285419343154048,0.0816679461631832,0.08166794616310065,1.3211007019176788,0.509168251103735,1.5123798235216648,-0.05913491110544606,-1.7087934605357409,-1.7042726136685211,-1.7956542344903756,Industrials,1.1616442642633833,-0.13633386322870314,0.010375667719632487,0.15814755653060034,0.2038816448139576,-0.029546061401463375
584,2012-12-31,63.75,90.0,62.0,8.0,9.0,23.174743267104894,-24.94810852657975,0.8005777204455277,0.0748235294117647,0.0748235294118095,2.0301046267523324,0.7849409508736322,2.286701591169776,-0.0377799207373425,-2.2192585841889727,-2.1385217858570558,-2.118500133015282,Utilities,0.4930044415409235,-0.0094134489181667,0.008358715979949824,0.08784310588235293,0.0196078431372549,-0.014952727122914622
585,2013-12-31,63.27,97.0,69.0,6.0,8.0,23.172958399185053,-24.72169122494415,0.8395897170131502,0.06306306306306306,0.06306306306295949,2.0506338659070207,0.7759211615712559,2.251365809534521,-0.01042773764145965,-1.7805076641875166,-1.8860922601762584,-1.8260865045887107,Utilities,0.7677206985109163,-0.09077555953709823,0.010224949689864414,0.24324330646435904,0.06069228702386587,-0.018214552222675484
586,2014-12-31,87.480003,114.0,85.0,8.0,10.0,23.497800246702514,-58.59936183651917,0.6301305817767991,0.059899403524254574,0.05989940352417473,1.7745178133620827,0.7823582114666648,2.2291385877164545,0.061470699373899415,-1.5767756711250438,-1.5811512851556366,-1.6644054169542768,Utilities,0.4200002236766612,-0.031393854346127736,0.011602432006827862,-0.17832653709442595,-0.11213997100571664,-0.019888365619984805
587,2015-12-31,68.360001,132.0,96.0,1.0,2.0,23.10489886763048,-15.757931832531538,0.8553234424115549,-0.01448215309417564,-0.014482153094191347,2.2139969241565933,0.7926702844880118,2.4193425129723685,0.015296186203864257,-1.639852557918023,-1.7080808533441953,-1.652941853691543,Utilities,0.6122620085573829,-0.030785952344783023,0.011984540248566069,0.1938267964624518,0.15476888304902175,-0.028962505895000826
588,2012-12-31,90.169998,372.0,291.0,15.0,20.0,23.05615395991426,-8.943237328441683,0.14351451198909135,0.028279916342018777,0.028279916342067286,1.0183649679710234,0.3340985820391627,1.1279659298316769,-0.02654405252529906,-1.1285045228195119,-0.882229184420436,-1.0378982025844248,Health Care,0.9454272730091484,-0.0717057364384674,0.02300709120353388,-0.26738383647296965,-0.0748586020818144,-0.01977676126930616
589,2013-12-31,65.760002,499.0,410.0,19.0,25.0,22.709742681641256,48.91365713448978,0.2118575086526748,0.05337591078540417,0.05337591078526013,1.0813601970874782,0.4300896712055796,1.3840326340326339,-0.01728644468747637,-0.6735727075514587,-0.6169683350930341,-0.7019289118420751,Health Care,0.8245967848555741,-0.0149507131942049,0.013389015581527509,0.33454986817062443,0.13731749886503966,-0.018125840692735595
590,2014-12-31,127.379997,524.0,454.0,35.0,37.0,23.330300260735484,-42.97569355181258,0.1616221921278438,0.059821009416415674,0.059821009416306525,1.044111633253474,0.3779733181947204,1.2729305466824858,0.09251911862331216,-0.9838385254415359,-1.0017670618768832,-0.9811626369815698,Health Care,0.9632382462893696,0.15345818805256456,0.01612773917643267,0.11830742938390865,0.10386249263296816,-0.017667373845407813
591,2015-12-31,78.980003,430.0,359.0,20.0,20.0,23.55615185082759,-63.114564852969124,0.1472893808395969,0.02912129542461526,0.02912129542468,1.035299788089039,0.38336659029882,1.2396628181055491,0.026181817229758826,-1.8655919489209027,-1.61253980866284,-1.569603481569131,Health Care,0.962990194460546,0.0576018663811536,0.013353480965242468,0.24816407008746266,0.33046338324398405,-0.03342390509712656
592,2013-12-31,27.389999,131.0,117.0,7.0,8.0,25.09181261418002,-5.3399399767658915,0.2904514741689232,0.021905805838109013,0.021905805838083672,1.231486974243856,0.7131650067564186,1.796990185387132,-0.040835212968801465,-2.9175330044166152,-2.828032225928864,-2.9948379367514493,Utilities,0.5899383817114884,-0.048418309222074137,0.01090696723176327,0.26286970656698466,0.2234391830390354,-0.0224223709037501
